"","logFC","logCPM","F","PValue","diffexpressed"
"ENSG00000127328",-0.171820024652269,6.85722341526425,0.928957064924452,0.335870464945489,"NO"
"ENSG00000127329",-2.57351023668383,5.62133945603107,160.864629912435,4.41600337717651e-30,"DOWN"
"ENSG00000127334",-0.14657970295084,4.57726481541907,2.24630829268339,0.134930467044863,"NO"
"ENSG00000127337",-1.25223195684326,4.45395394924907,98.3409895228903,2.32211391414713e-20,"DOWN"
"ENSG00000127364",1.12554207289571,1.45077688775287,47.2935881322283,3.27096025472152e-11,"UP"
"ENSG00000127366",0.775399503218702,-0.218688402229733,19.7961274849861,1.19487384027188e-05,"NO"
"ENSG00000127377",-1.40572887679977,-1.8201505676353,49.2138974991281,1.39855908962711e-11,"DOWN"
"ENSG00000127399",-3.11415409257063,1.53539669243687,267.52033536576,5.24169296609231e-44,"DOWN"
"ENSG00000127412",-0.49952615043701,-2.30583028846244,3.3437866609291,0.0684003233391666,"NO"
"ENSG00000127415",-0.00995659447032026,3.71075374082914,0.00437760129749243,0.947289502556248,"NO"
"ENSG00000127418",-1.91771170802562,5.16543628640996,134.162678425668,4.23143580931426e-26,"DOWN"
"ENSG00000127419",0.248571514871448,5.59385782095277,6.0346618561127,0.0145644453879322,"NO"
"ENSG00000127423",-0.685903316618047,0.609633465469781,19.6401929076942,1.29024560927752e-05,"NO"
"ENSG00000127445",-0.159861829450951,6.07568242709315,4.49285191793668,0.0348150755999038,"NO"
"ENSG00000127452",-0.0112879614605658,3.87710634025493,0.0390298345403805,0.843516406113276,"NO"
"ENSG00000127463",0.123157419642327,6.37202367755354,3.48086792320279,0.0630072612457579,"NO"
"ENSG00000127472",-3.92292098722543,3.56767993635453,283.420767330221,7.45495286336524e-46,"DOWN"
"ENSG00000127481",0.439450723733488,7.4859584145571,22.6755047307497,2.92436464435866e-06,"NO"
"ENSG00000127483",0.0447659651192966,7.89730830594985,0.570331202305421,0.450689036071664,"NO"
"ENSG00000127507",-1.07119736584185,2.26416719669001,26.863269681354,3.90092274868301e-07,"DOWN"
"ENSG00000127511",0.0621838613489566,6.42330021564253,0.668752754489302,0.414102088750967,"NO"
"ENSG00000127526",-0.10432627866041,5.57879298848372,4.15679595119209,0.0422985254891966,"NO"
"ENSG00000127527",0.251076520377528,5.78180142172925,17.7423580834126,3.30174218861684e-05,"NO"
"ENSG00000127528",-0.103833456447191,3.83420764119094,0.541133584187578,0.462508454352566,"NO"
"ENSG00000127530",-0.577495062566517,-0.937536752323945,9.73837952381779,0.00197090503712279,"NO"
"ENSG00000127533",-1.28094179374381,-0.42636654260292,23.9305520708252,1.5928741823205e-06,"DOWN"
"ENSG00000127540",-0.105259396632548,4.09391500355362,1.82641343664064,0.177517051481775,"NO"
"ENSG00000127554",0.139796409032794,3.35776634567645,3.60066186275159,0.0586666030591926,"NO"
"ENSG00000127561",-0.437965542680182,4.4695996857857,3.34333819979611,0.0684193429527604,"NO"
"ENSG00000127564",-0.556046521951713,2.81926322357956,7.5238980356098,0.00643570687770306,"NO"
"ENSG00000127578",0.861059736894875,1.7439380107873,20.3826803679485,8.95584967689846e-06,"NO"
"ENSG00000127580",0.399345697447709,4.07295695412051,21.9226905631973,4.21743549922774e-06,"NO"
"ENSG00000127585",0.288082574281536,7.34820708202413,2.64729329294637,0.104722256758029,"NO"
"ENSG00000127586",0.204622410922213,3.86387287219025,1.79358719321499,0.181451373477475,"NO"
"ENSG00000127588",-0.5479907619016,-0.593743473180522,4.21806768529329,0.0408171506630198,"NO"
"ENSG00000127603",0.025394446703075,8.81582871675008,0.0679082145801422,0.794576612363999,"NO"
"ENSG00000127616",0.466623696715628,7.61119193042705,39.2270331217367,1.2295900653502e-09,"NO"
"ENSG00000127663",0.849913673862533,6.59315654898577,97.2424041536278,3.53573046194562e-20,"NO"
"ENSG00000127666",-0.213373170294468,4.08870963201963,7.17896129457304,0.00776210396179012,"NO"
"ENSG00000127720",-0.300262694431773,1.79057344814539,15.8356566718987,8.57141660986262e-05,"NO"
"ENSG00000127743",-0.946841812269705,-2.59814383114085,17.9348347569907,3.00032517683166e-05,"NO"
"ENSG00000127774",-0.0830720671090622,-0.935077753525438,0.490904496486661,0.484038933282629,"NO"
"ENSG00000127804",0.195411064324272,5.72819915320167,9.96263064825058,0.0017512247586709,"NO"
"ENSG00000127824",-0.411376503389302,5.68970568899475,4.72637784769217,0.0304446653507264,"NO"
